track_id,track_name,artist_name,year,genre,tempo,popularity,acousticness,danceability,energy,loudness
54BW4qpq5ms4bnzBgiWVOo,NIGHT RUNNING,影森みちる(CV:諸星すみれ)、Shin Sakiura feat. AAAMYY、日渡なずな(CV:長縄まりあ)、mabanua,2020,soul,114.968,53,0.083,0.717,0.748,-6.336
62xFtXfi1MpX9Mqyv4rZzl,It's All Love,"TROLLS World Tour, Trolls",2020,soul,91.524,46,0.0221,0.678,0.665,-7.004
6wNldLSgiHF2Gz2EDFetiY,Hold On,DRAMA,2020,soul,115.014,53,0.00279,0.721,0.633,-8.702
1EeS8SQ0BAhNrLVLCNrxrj,Morning Matters,Yazmin Lacey,2020,soul,86.048,60,0.521,0.624,0.556,-9.095
1RgopjbTCADvcFRe7dDav2,makeitliveforever,Knxwledge,2020,soul,133.881,54,0.171,0.704,0.461,-7.43
5Z5tp6HpCrxfaKSWxSI22j,Seagulls,"Tom Misch, Yussef Dayes",2020,soul,111.939,54,0.0117,0.68,0.793,-11.672
5ejsMurQNLR8oNQnFT2VDG,Tadow - Extended Version,"Masego, FKJ",2020,soul,122.044,53,0.519,0.553,0.425,-7.194
5sJwRlYM8Wg9vGrfe0FNTO,100 Rounds,FRVRFRIDAY,2020,soul,88.032,54,0.325,0.757,0.557,-5.167
57MvUwzIzRJ0r21rnNU1s1,不可幸力,Vaundy,2020,soul,94.032,68,0.0157,0.69,0.815,-5.227
7DJgonAUzq9qXzF7mMrOot,Conversion,"Khruangbin, Leon Bridges",2020,soul,61.539,53,0.155,0.473,0.444,-10.467
668AkXg9qeMsY8fivgpPxL,I'm In Love With You,"Poolside, NEIL FRANCES",2020,soul,76.975,53,0.829,0.657,0.485,-9.552
5AaqYl3nQu2ktZbXOIRGXp,"Father Bird, Mother Bird",Khruangbin,2020,soul,82.665,52,0.0514,0.582,0.451,-12.273
2ENxOXbxhfJ3lfItO0MFDv,Take Care of You (feat. Syd),Charlotte Day Wilson,2020,soul,127.029,51,0.827,0.666,0.535,-9.033
1vVkvNhlXs2qEtR6orcSEp,Funky Forty,Arthur Young,2020,soul,95.991,46,0.0152,0.898,0.421,-7.763
3g3lqFthZ9yjNhcCjUDzFW,Kinda Lovely,Poolside,2020,soul,166.019,51,0.333,0.627,0.717,-6.706
7DPPVqnDNZDh0uF6zV6sQn,Familiar.,Madison Ryann Ward,2020,soul,153.55,50,0.84,0.473,0.378,-11.878
2ZcwbSYqc8RfPGMMXTIdb0,What’s Your Pleasure?,Jessie Ware,2020,soul,115.002,57,0.0182,0.672,0.798,-8.465
2Ohu1ERZnAuaCzi7N5ngRK,Son Shine,SAULT,2020,soul,108.98,51,0.137,0.697,0.568,-7.245
094OGVJzllUzmdLvA31GqU,Crosswords,Olivia Dean,2020,soul,94.973,56,0.589,0.645,0.255,-10.581
4MNu1bSmyV3S4Y2MJMGrrP,Headaches,Raveena,2020,soul,132.932,51,0.565,0.442,0.528,-9.269
4gQRvISGFcf9zKowPzd7M6,Starflower,Raveena,2020,soul,95.784,51,0.962,0.622,0.166,-13.555
0JzPnwc3eDdyBeReXFLgXr,Look Easy,"KAYTRANADA, Lucky Daye",2020,soul,108.023,53,0.00828,0.718,0.637,-9.962
0a4OHHbm1ffKkBpq7Xg00M,Summertime,Charlotte Day Wilson,2020,soul,129.602,56,0.757,0.878,0.646,-8.985
6UxB2PYcYhttQpeUHrVU4C,Sound 4 U X Be Mine,EMBRZ,2020,soul,123.995,50,0.642,0.78,0.492,-14.548
0lWQGonXOTGNn5kRyAHilY,She's Too Good for Me,Franc Moody,2020,soul,103.034,54,0.149,0.684,0.801,-4.514
4GFXf8ewHwPjp7zCsvEghB,Everything Belongs To You,Joesef,2020,soul,119.997,57,0.885,0.458,0.486,-10.547
0hfO4THmsjstA7svFPLTVS,Silver Tongue Devil (feat. Shenseea),"Masego, Shenseea",2020,soul,101.985,53,0.513,0.789,0.653,-8.506
0daFQZl40teSgAHup4fW8V,Gethechange,Knxwledge,2020,soul,86.03,51,0.0666,0.543,0.476,-13.775
2JwFuyHAm2iahd89lCks0J,Existential Dread,Thundercat,2020,soul,98.923,51,0.695,0.782,0.428,-12.751
5Y6KVqFrsZDIkKBC6K7QQ4,Down for You,Cosmo's Midnight,2020,soul,97.009,54,0.269,0.759,0.55,-8.018
0EtcGmf2mVZbHWq2ZGP3t7,Spotlight,Jessie Ware,2020,soul,115.021,54,0.0358,0.632,0.762,-8.555
0ed7g01Suk6ITt0vwT2BgD,Yebo/Sema,Masego,2020,soul,118.068,53,0.397,0.878,0.668,-6.455
2Kv3JWOzRJsaen5vjmTVJL,Expensive (feat. Nicki Minaj),Ty Dolla $ign,2020,soul,99.069,53,0.0379,0.866,0.531,-6.859
1BkK2fQUGALz7AaOSo7Swh,Love You Bad (feat. Phoelix),"Terrace Martin, Robert Glasper, 9th Wonder",2020,soul,89.553,51,0.0201,0.775,0.767,-6.545
5duZe3kHUqNENd97WYqmYL,Another Lover,Little Dragon,2020,soul,80.983,53,0.198,0.643,0.547,-10.297
15gL4n95OG5KEQLCMXPQzp,Dionne (feat. Justin Vernon),The Japanese House,2020,soul,149.867,51,0.37,0.313,0.727,-6.104
3cxqVYtrpDyAC4faMJgB9A,Hypnosis,Holy Hive,2020,soul,93.218,51,0.216,0.582,0.554,-7.214
4uawMXx8VZ7WMrjAVOaCMe,Bittersweet,Lianne La Havas,2020,soul,137.87,51,0.278,0.589,0.418,-7.456
4i17ViZoevssgUvRifo0V5,The Sun Is Up Forever,Joesef,2020,soul,99.99,61,0.251,0.698,0.668,-7.031
7bFFH4Kfb7rwbDdDli0TAF,Comedown,Joesef,2020,soul,89.513,56,0.831,0.451,0.268,-9.832
4WjD33BNF24KCZkMWlLvlV,Potent,K. Forest,2020,soul,79.298,54,0.612,0.412,0.279,-11.307
3L39BPAGNdyM2wnHNr06aF,Sail Away,Surfaces,2020,soul,93.996,48,0.0197,0.855,0.582,-5.813
4Goj7amQLl2PiPYaiB0VlV,Tidal Wave,"Tom Misch, Yussef Dayes",2020,soul,141.427,56,0.0458,0.533,0.487,-8.79
0NvvlnAniNYVF7FPNAD8CY,Tidal Wave Outro,"Tom Misch, Yussef Dayes",2020,soul,89.858,53,0.417,0.656,0.427,-14.151
04vYVsWbhkQaTLx2kgVNks,Better Than I Imagined (Feat. H.E.R. & Meshell Ndegeocello),"Robert Glasper, Meshell Ndegeocello",2020,soul,143.866,49,0.0252,0.646,0.483,-9.147
2uddLj27GIDBIdwRuIomE4,All About You,"Leon Bridges, Lucky Daye",2020,soul,121.921,49,0.122,0.746,0.454,-8.79
5byMYiGxEFH2UzqNWOztGW,Introspection,UMI,2020,soul,105.09,51,0.245,0.613,0.428,-9.064
6Ap0yGl178iQGuMoXUloVP,Silver Tongue Devil,Masego,2020,soul,101.996,53,0.469,0.791,0.662,-8.492
7CNtRYYyhNJKXFr2bQ5rv2,Bittersweet - Radio Edit,Lianne La Havas,2020,soul,137.8,57,0.345,0.57,0.409,-7.555
2a5qaGUrVHWAIrh0xmTADM,neve give up,Son Little,2020,soul,149.883,54,0.48,0.573,0.494,-8.938
3yP27QF0cTGw5RlfjqKL4R,Anything For You,Ledisi,2020,soul,133.338,49,0.633,0.541,0.407,-7.533
7cD5QLy657vZnf4fAtK622,TESSELLATE,"BAYNK, Tei Shi",2020,soul,115.982,49,0.529,0.79,0.305,-11.344
5SifNhmUO8iSEoWFQU8kxH,17 (feat. Joshua and DK of SEVENTEEN),"Pink Sweat$, SEVENTEEN",2020,soul,129.358,57,0.112,0.615,0.383,-8.575
1ppyCzwbPxdGWSAb8JaSEp,Cotton Candy,Ronnie Bell,2020,soul,205.986,44,0.0897,0.572,0.563,-9.139
6E39NM14yu6A6uFjuiQfZt,belladonna,Son Little,2020,soul,115.951,51,0.128,0.586,0.401,-11.063
6rlQYRWG6ZN5X89LA0zBE7,Save A Kiss,Jessie Ware,2020,soul,119.995,54,0.0592,0.661,0.776,-9.82
5rbGLI5j4CoAStHSWrx0HW,I Can't Do Without You,George Jackson,2020,soul,90.202,49,0.136,0.557,0.606,-6.884
0NlM3asfhPzhDwm5frXquS,life hack,Vaundy,2020,soul,90.981,65,0.0233,0.711,0.655,-5.987
03Q3ytaGt02fUewWo9fJW0,"Dead, Again",Jadu Heart,2020,soul,87.978,51,0.0368,0.56,0.759,-6.662
6UYbt0ZVXP5pnrhzk8z2d8,"fuego (feat. Tyler, The Creator)",Channel Tres,2020,soul,114.901,50,0.0162,0.745,0.504,-10.405
18yYhT8fTVjFK9IBPiows6,Read My Mind,Lianne La Havas,2020,soul,94.015,49,0.148,0.65,0.445,-9.621
5wWMdkPkZbtUgrkaDINRrt,Never Break,John Legend,2020,soul,124.599,52,0.762,0.447,0.453,-7.54
7qRqmkHtKgk9B8FTGp9YjL,No Time - RÜFÜS DU SOL Remix,"Lastlings, RÜFÜS DU SOL",2020,soul,121.993,51,0.000454,0.594,0.903,-6.965
648sjoR2ga0PXixXttyqzJ,One Day,Omoinotake,2020,soul,162.811,53,0.0343,0.568,0.727,-5.415
0f1a35ZvjSHvNGRqWIzh9J,How Sway,Thundercat,2020,soul,160.023,48,0.446,0.521,0.865,-8.961
7sdRFe7nMpCLSIwVTSgPRg,Lovers Anonymous,Dom Kennedy,2020,soul,107.17,48,0.503,0.555,0.583,-5.13
4ayR8oy6xkfIXUL0ThN3Al,Summer Madness - Exclusive Cover Version,Khruangbin,2020,soul,79.51,51,0.386,0.502,0.32,-12.448
5XB8xpi0UsOqGUlZE0ZS5Y,Innerstellar Love,Thundercat,2020,soul,102.05,48,0.118,0.467,0.76,-9.291
1xAIGZZpBcGU3eaXspeUh8,Waves,Melt,2020,soul,171.814,46,0.459,0.447,0.455,-5.695
4dqaY6UynbiblKm3GSjtwg,Shida,Khruangbin,2020,soul,139.127,50,0.0164,0.593,0.509,-10.959
5rcGQIrv6eUIyCBfWga363,Borderline,Jordan Rakei,2020,soul,92.146,57,0.341,0.546,0.595,-7.305
4Bb6fxvbOScAHzFe9xFand,Keep Movin' On,Sam Cooke,2020,soul,108.82,49,0.616,0.585,0.411,-10.117
2Kr5f6jPmbzHE1Fn0jF88E,Village Days,Terrace Martin,2020,soul,91.128,50,0.000338,0.759,0.482,-9.187
0tTGIMh0DUvyJjlF0cvofd,Lie To Me,Kem,2020,soul,86.986,47,0.181,0.794,0.452,-7.581
6l7qZn84h3O7wKJu8bDLdt,"Identical - From The Motion Picture ""On The Rocks""",Phoenix,2020,inde,128.008,42,0.000237,0.627,0.761,-8.57
1VczS9xB4a7rncYi71ZaH4,Amor Sin Destino,Michelle Blades,2020,inde,161.389,38,0.668,0.598,0.328,-11.276
0MRB04KQD10chU3wJjPIww,Mota o Perreo,Michelle Blades,2020,inde,94.811,33,0.452,0.366,0.6,-6.311
6vDeUYVhQcuRcaWVJhRvXt,Toujours la même histoire,The Hop,2020,inde,147.944,29,0.39,0.608,0.437,-8.079
7EUr6dr9TTr8deFy7Z9TZ2,Au-delà du haut de l'arbre,"Lucio Bukowski, Oster Lapwass",2020,inde,94.01,25,0.387,0.792,0.81,-5.578
6BISHD1Cqa57WFJsAH7aTT,Les enfants de baphomet - Bonus track - 2016,Droogz Brigade,2020,inde,89.196,22,0.0492,0.577,0.757,-4.753
53IdnrtgkJnWkDAWPiAcey,Globitos,Michelle Blades,2020,inde,79.319,24,0.928,0.409,0.208,-13.024
6kgKpOkeHcorqFs34h3qsP,Berline noire,The Hop,2020,inde,134.094,35,0.311,0.767,0.799,-6.646
4KWgbHcLtv2op0yrW7Ejj8,En balade,Furax Barbarossa,2020,inde,89.177,21,0.432,0.472,0.799,-7.255
2BD8YkNCr7S9bgUMhxzlzO,Pentacle et bougie,"I.n.c.h, Vald",2020,inde,129.637,20,0.0107,0.46,0.742,-8.292
4FFXYSXWj223PRWvbUigSS,Outro,Furax Barbarossa,2020,inde,84.828,19,0.229,0.595,0.77,-8.895
6GSLX3tREafCPzAvWVbJ2M,Les yeux fermés - Remix,L'Hexaler,2020,inde,80.129,19,0.268,0.69,0.659,-8.84
4geCkmjXAJReXayrWeLtTS,Psychose - 2009,Droogz Brigade,2020,inde,139.714,22,0.19,0.479,0.961,-3.12
0rCQaWLCJkEnmqOqBZI7h2,TTT,Michelle Blades,2020,inde,157.888,16,0.00175,0.417,0.618,-7.106
3USi4d6aUSYlmsR7uPW9sx,Espoir et peine,Swift Guad,2020,inde,145.164,18,0.359,0.66,0.532,-11.1
02VqTwhE4TwBqOboCOu2UJ,Amo,Melan,2020,inde,91.029,17,0.327,0.774,0.62,-7.46
0K973ZigIC9Ahd02GiV4BC,Elisa,Film Noir,2020,inde,151.607,19,0.0116,0.318,0.747,-5.217
0kAJfzFVgt3EHLHaf4CYud,Intro,Furax Barbarossa,2020,inde,85.962,16,0.136,0.606,0.85,-6.543
2FFB1GKDzqise7XouS5R81,Le voisin du 4ème,Deadi,2020,inde,134.868,15,0.381,0.795,0.776,-5.521
7lC5id60WWCKxnIkJGeNcJ,Pangolin,Souffrance,2020,inde,92.506,15,0.339,0.836,0.555,-7.455
0PaPLhmeAULf4ZJpU654Q7,L'oiseau bleu,"Swift Guad, Al'Tarba",2020,inde,77.047,15,0.0274,0.63,0.782,-5.902
3KY4Yc9HTpENGGlybDuIYn,"Maux croisés, Pt. 2","Swift Guad, Al'Tarba",2020,inde,160.031,15,0.00927,0.496,0.752,-6.85
0EQRoP6UvFaMDQFSAFDb9h,Opération Dragon (2020),Souffrance,2020,inde,166.258,14,0.706,0.505,0.791,-6.7
6IoUGZubWuwHvfRjJCcZpH,Montreuil states of mind (2016),Souffrance,2020,inde,79.931,14,0.185,0.573,0.741,-4.59
3OKxmzN9gyqyrTldwJfxUv,Poisson pané (2014),Souffrance,2020,inde,173.879,14,0.231,0.628,0.525,-7.392
47VbzqSFdPBfPW0U5pNDcS,Les 16 passions meurtrières - 2008,Droogz Brigade,2020,inde,132.621,24,0.0231,0.512,0.896,-4.748
6YheYMP8SavF7pFc7D2r5e,Pangolin (2020),Souffrance,2020,inde,92.432,14,0.362,0.802,0.643,-6.338
5HNHKZzqyfe18puNmu72Rm,Hôtel sans étoile,"Lucio Bukowski, Oster Lapwass",2020,inde,88.527,14,0.767,0.465,0.837,-5.502
1On0gjVU657y4m7EWAQ0fZ,Les chants de Maldoror,"Swift Guad, Al'Tarba",2020,inde,90.596,14,0.19,0.581,0.825,-6.101
7bcFIetwwmNETZhGXgrJIU,Culture (2008) [2020],Souffrance,2020,inde,81.463,13,0.413,0.68,0.553,-7.531
5ulM9EIRInem3ZyOnuXW9d,Pleine lune,Grems,2020,inde,142.023,23,0.317,0.787,0.466,-9.767
3hpA5W3eCtJVBxveB6NOeV,Messe,"Souffrance, Nizuk",2020,inde,82.969,13,0.055,0.74,0.81,-5.592
0qH4SchvohndeR9EYwx1kG,Vers quotidiens,"Souffrance, Jack Furaxx",2020,inde,180.698,13,0.383,0.471,0.559,-7.307
2TEVg4tmk82YFOo4RTMRaS,Dans mon élément (2011),Souffrance,2020,inde,90.708,12,0.148,0.723,0.568,-5.104
1pNDI2UpOQEmLJkI7JK0VV,D'or et d'argent,Klub Des Loosers,2020,inde,85.45,13,0.344,0.765,0.459,-9.389
6yy414swtHCflNmhmIfDzU,La thune de ma femme,Hippocampe Fou,2020,inde,120.025,35,0.0604,0.886,0.643,-7.114
1buxU6FVoL2FhA38olsDGo,Sudiste,Souffrance,2020,inde,86.938,13,0.286,0.853,0.52,-7.156
2gARvrELpoqjRTFpPfMVCG,N'oublie pas,L'uzine,2020,inde,90.94,13,0.312,0.801,0.875,-5.031
0uPJRlrmvY6yuNP2R7b5gn,Cauchemar,Melan,2020,inde,167.831,14,0.458,0.531,0.772,-7.338
368s0BnVFxS2c9nAxsbbXw,Basta,Melan,2020,inde,107.254,13,0.087,0.646,0.701,-4.67
5tH1ynwCJbVCygLzxZJUtv,Rayon de soleil,Saké,2020,inde,84.373,37,0.235,0.544,0.717,-7.196
5Zcrj4qOmYMYCFcqFZgKJs,On leur ressemble pas,Melan,2020,inde,176.223,13,0.415,0.641,0.787,-5.84
0t0rGnSulFI74BeHKzbIEQ,Chassé dans la porte,L'uzine,2020,inde,102.355,13,0.57,0.889,0.819,-5.254
5B5g9MiG59hBpSVLsLvTRH,Qui?,Melan,2020,inde,140.019,13,0.147,0.856,0.638,-6.153
44D6O2F0SL4Hu6xo5R2gea,Génération BAD,Melan,2020,inde,92.09,13,0.587,0.591,0.682,-7.751
476TuUM3nCS6LfNfaFL5An,Quintessence,Melan,2020,inde,91.174,13,0.296,0.715,0.661,-5.897
1Nl6lpQtZkrTrj0ocFn3XB,Nuits blanches,"Swift Guad, Paco",2020,inde,88.802,13,0.179,0.625,0.688,-8.318
7B4847bI8BrttY2q4Xhsh0,Pirate (2020),Souffrance,2020,inde,89.712,12,0.372,0.633,0.693,-7.242
0EU0Q2lfOJBEOFbfw23YJi,Relativise - 2008,Droogz Brigade,2020,inde,125.421,12,0.444,0.504,0.898,-4.631
1WXFnMEv3YQ0FSPIIoawl3,Isolé,Béni (La Chronik),2020,inde,95.102,12,0.676,0.513,0.436,-12.612
40hZAj0ijDDmzdO0BIBrb2,S'il suffisait,"Youssef Swatt's, El Gaouli",2020,inde,82.18,12,0.106,0.469,0.695,-9.472
1VLec7i0tDH4LHpfpS8Quj,Diez 31 Diez (2015),Souffrance,2020,inde,171.286,12,0.118,0.583,0.778,-5.69
5FjnIk95eLB6coCyYuUsB2,Peut-être,"Youssef Swatt's, El Gaouli",2020,inde,82.358,35,0.672,0.61,0.613,-7.82
5eYEJQA9E5SnJ66QAvLX2X,Anamnèse (2020),Souffrance,2020,inde,164.36,11,0.275,0.579,0.746,-4.708
2ytcle9aOwboNPlVAu0X4k,"L'Ange gauche, Pt. 1 - 2008",Droogz Brigade,2020,inde,91.047,18,0.487,0.608,0.879,-4.834
7j7kl4HkpWENKYdRor9nPl,Swipe Right,Hippocampe Fou,2020,inde,124.992,30,0.0117,0.887,0.591,-7.002
0AF36VVlM3mLZz74NH2PlA,Freestyle 2007 / Impro Hall26 (2005),Souffrance,2020,inde,81.512,12,0.47,0.539,0.47,-6.074
0o7CTbnXbiPwsLqiCjR5Js,L'appareil à spleen,VII,2020,inde,150.031,12,0.133,0.68,0.81,-7.673
5U9csjgkMoCeDAmoJom5Ps,Milligramme,VII,2020,inde,171.323,12,0.121,0.649,0.862,-4.839
4fOZSvzIILiourIOTf5V3R,Aveuglés (2016) [Intro],Souffrance,2020,inde,132.019,12,0.326,0.638,0.831,-9.044
6fx4H5fa4pnsRlWV9pC5Xe,Indecisa Soledad del Fin - De Semana,Michelle Blades,2020,inde,177.576,13,0.262,0.287,0.501,-7.034
5LAYTVQtsfGuodx7bYa3He,Down Town - Acoustic Version,Tahiti 80,2020,inde,119.966,16,0.111,0.821,0.619,-6.872
53fSfmQoFT0zHUGKxPBimW,Vertige anatomique,Film Noir,2020,inde,132.575,16,0.0921,0.318,0.716,-4.56
4dk02jZIcaj2EGCduqVDyZ,Un pas devant l'autre,Saké,2020,inde,84.895,36,0.331,0.57,0.763,-7.024
4LYfg1HWX83m4CumQfrTBf,Ruine,Melan,2020,inde,64.5,12,0.523,0.609,0.435,-9.451
6UBrfzuDJigwys6pwNG7BT,Couzin,L'uzine,2020,inde,84.655,11,0.405,0.765,0.532,-7.123
4BkgLW9Wm8weK90xS2RuLD,A coeur,Melan,2020,inde,94.014,12,0.156,0.867,0.744,-5.147
48n13MqfXW5QvKmY0C9xI0,Géneration 88 clos,Mani Deïz,2020,inde,88.936,12,0.698,0.61,0.702,-5.636
33ZZ56YqKZlujykIAg0r4H,Tah les bombes,Lacraps,2020,inde,88.009,12,0.146,0.738,0.708,-5.986
7qDEmubBZn6CUbnOvkJgUq,Pixel Kid,"Swift Guad, Al'Tarba",2020,inde,176.796,12,0.198,0.406,0.761,-5.702
7GAV06KjsXB9EGCW0g9jme,Expédition punitive,"Swift Guad, Blakesmith",2020,inde,180.19,37,0.389,0.485,0.668,-9.156
5eZhz2P8jnXusayAiCKLWQ,Black Mirror,"Swift Guad, Al'Tarba",2020,inde,119.702,11,0.0954,0.62,0.793,-5.96
4l3wtB3RdkHULhkjlTuiQj,Petit prince,"Swift Guad, Al'Tarba",2020,inde,170.228,11,0.539,0.407,0.708,-10.062
72YeRJ53sgLKiFAWNiTodZ,Quadrature,Lucio Bukowski,2020,inde,95.617,12,0.579,0.445,0.699,-6.918
34XGsFAOITBCvBjMF0sCFE,Dernier souffle,"Swift Guad, Al'Tarba",2020,inde,122.416,11,0.0759,0.527,0.824,-7.167
384ff0lgNHG74kJWNlTXIK,Euro (2017),Souffrance,2020,inde,99.985,10,0.199,0.803,0.638,-6.62
3X4e05LHiHDUjZHITV1o6n,"Freestyle 2007, Pt. 3",Souffrance,2020,inde,195.3,10,0.373,0.513,0.787,-9.061
7nOZcw5Y7ZMemDORBK2Gxs,Battre,Klub Des Loosers,2020,inde,88.007,10,0.132,0.799,0.58,-7.547
31WVUsUYe5k8BhkvYWGZyU,Peau de banane (2020),Souffrance,2020,inde,78.98,10,0.396,0.712,0.75,-7.385
6dcQcauECfuFyTF99sbzlV,L'hiver est passé,Béni (La Chronik),2020,inde,92.076,11,0.668,0.677,0.673,-5.572
2Ey09ktRqMzIAsSYuHCjnj,Intro,Furax Barbarossa,2020,inde,107.749,10,0.0963,0.475,0.522,-18.813
3ZlaMA2Da4MgoFHvHEpIjX,Nouvelle vague,Klub Des Loosers,2020,inde,135.921,11,0.358,0.821,0.544,-7.582
4ODSaKr48IFliSsdSWiOiF,Manteau de larmes,VII,2020,inde,80.008,11,0.301,0.74,0.726,-5.345
0VBc22yfsYXSdjWc9gd3mx,Freestyle 2007 Part IV / Freestyle 2006,Souffrance,2020,inde,89.664,10,0.543,0.57,0.592,-6.885
5xP7lkSfP1nzjNpL0EszZa,Grenazzik (2010),Souffrance,2020,inde,93.963,10,0.528,0.728,0.917,-5.482
25sTHbtSgSjZ6H9DQ5VK7j,Finisher,Klub Des Loosers,2020,inde,91.999,10,0.551,0.83,0.514,-11.219
2dZDsKtts4QoZ6aykjFD1p,J'prends la vie comme elle est (2014),Souffrance,2020,inde,178.273,11,0.172,0.606,0.817,-4.931
4FHls5PC0InKk535GEGjGo,Entre enfer et 7ième ciel - 2007,Droogz Brigade,2020,inde,93.189,10,0.167,0.603,0.906,-5.319
0ePPiTP3e3YSSyRwLje36B,Brother - Instrumental,Mehsah,2020,inde,186.067,10,0.0374,0.601,0.477,-6.535
4wBHcS6byCtHou7f3cRyKK,Empire droogz - 2008,Droogz Brigade,2020,inde,90.87,33,0.539,0.777,0.806,-5.015
4wjqi6yGa85P4z4oqq5uyw,Padawans - 2008,Droogz Brigade,2020,inde,91.057,11,0.0842,0.73,0.816,-3.674
0pM0wSV4EjI90WWiZpLenq,"Freestyle 2007, Pt. 2",Souffrance,2020,inde,93.044,10,0.254,0.717,0.664,-7.034
7sZWmpuX1D5YdiBFMZ4aPy,Un jour,"Youssef Swatt's, El Gaouli",2020,inde,80.001,10,0.545,0.749,0.608,-8.555
1fOUNFmHsmWfY7gxjhYre0,Sous les étoiles,"Youssef Swatt's, El Gaouli",2020,inde,107.578,10,0.272,0.67,0.433,-12.488
2pf2kVMhX6iI7veuelQmTW,C'est du passé,Le Bon Nob,2020,inde,88.989,11,0.0372,0.83,0.631,-9.964
1sgP1Naodaa1Up7pAG9348,La pendule,VII,2020,inde,93.175,10,0.149,0.524,0.633,-8.284
1fdtxYKZblDC6NxK6xo4bj,Le Gala,Le Bon Nob,2020,inde,80.76,11,0.317,0.583,0.553,-8.994
1Llx8VcNXPO83WFcCpGbXC,Coup de sang - 2011,Droogz Brigade,2020,inde,94.925,10,0.0595,0.526,0.915,-5.077
6G3ActisQ3ZCdoSJvNSiMz,La Nuit Je Mens,Sofia Bolt,2020,inde,127.928,11,0.493,0.823,0.238,-14.728
1fSYwBcBuifaLyJKvdG0Mu,Olé!,Gérard Baste,2020,inde,86.079,10,0.103,0.692,0.872,-4.17
70tt82sRAjpW1rZ10WIc6w,Dirty apéro,Gérard Baste,2020,inde,176.013,11,0.178,0.693,0.719,-5.754
3dz4aR5zcX09SLdaYfAV5U,Lunettes zizi,Gérard Baste,2020,inde,85.989,10,0.0107,0.699,0.74,-4.306
3XlFZXpqcmpseoNezKsdPT,Le manuscrit page 2,Cenza,2020,inde,87.918,10,0.21,0.689,0.898,-4.964
3NCNtkCqPdLIY00AC3lFwu,J'ai rapé,Melan,2020,inde,106.296,10,0.0652,0.769,0.554,-8.125
5MxBAYRtBWZmgQgNt8Rk7K,Freestud,Mani Deïz,2020,inde,91.515,10,0.589,0.67,0.587,-11.173
0LE9Si6oTHNc3wcWkn1XMl,Kelis,Lacraps,2020,inde,91.016,11,0.0854,0.884,0.733,-5.497
6AuZi1OQ3ykdpBD3tBy1g5,J'suis dans,Lacraps,2020,inde,135.122,10,0.112,0.915,0.546,-6.562
0UEXXsqRKcolO9x9fsqKox,Question de chiffres,"Swift Guad, Al'Tarba",2020,inde,86.146,10,0.0975,0.633,0.768,-6.53
1A1j5Fm2O0hFioks1u6Yp6,N'importe quoi,"Youssef Swatt's, El Gaouli",2020,inde,114.6,9,0.317,0.516,0.689,-8.457
1wUcVL9Cyis7ZKVOIlquBP,Melmoth,VII,2020,inde,84.0,8,0.191,0.744,0.695,-6.308
77Iq1KGbcnxAoJHF0og0IX,Tu me trouveras là-bas,Kekro,2020,inde,81.763,8,0.627,0.528,0.714,-6.719
02wUb0NA9kCmefUGvWNCep,Quand la ville s'endort,"Kekro, Will (La Chronik)",2020,inde,92.927,7,0.202,0.683,0.757,-4.523
2fCroAtkPpuaVq25LbYxWu,Nosferatu,VII,2020,inde,177.907,10,0.12,0.627,0.788,-6.314
5D58bYcDm7IvRfGEUB9lCi,Ntm,"Souffrance, Nizuk",2020,inde,174.651,9,0.11,0.509,0.84,-5.789
7t5YVdQcm5NMdG355SPxhe,"Si douce, si perverse",VII,2020,inde,95.035,8,0.551,0.401,0.856,-6.676
2WPuTO2yQWR57NCuD7So2o,La mort d'un monde,VII,2020,inde,92.046,8,0.824,0.577,0.761,-6.889
6jQRAPclA89RGpdAbeeSXD,Dernière nuit avec les chiens,VII,2020,inde,95.032,9,0.727,0.56,0.768,-7.321
0UxjA6iDGaVYJt0pUr82fJ,Frère de mes fantômes,VII,2020,inde,88.018,9,0.809,0.473,0.73,-8.089
6JxMkWPSZnKBKRB8PKvccm,Dans la baraque,Gérard Baste,2020,inde,83.948,9,0.219,0.795,0.755,-5.17
2nY1IJ6qEYGJFZmDceZTYF,Peu d'amis,Tonio Le Vakeso,2020,inde,84.437,9,0.515,0.774,0.635,-7.951
321cQYZZOKXJdsqWk8RB5o,"Le cimetière des éléphants, Pt. 1 - 2007",Droogz Brigade,2020,inde,92.366,8,0.371,0.539,0.832,-4.685
6e4Ow0aMSGUXj70no13vFr,Dunes,The Hop,2020,inde,109.076,28,0.0307,0.563,0.595,-9.134
0QfYX2m7273OMed1x2iuL3,Personne ne bouge,Freko,2020,inde,90.539,8,0.31,0.589,0.956,-5.053
1vFJi6IjXb6A51gEfPUPEn,Gom Jabbar,VII,2020,inde,83.612,8,0.2,0.482,0.833,-5.038
4Mf251EZIavC6ZJBRFbWwp,Cache misère - 2010,Droogz Brigade,2020,inde,90.976,26,0.0361,0.739,0.883,-4.806
0gaSJNRmxVcexhHinJBJKo,Comme un revolver vide,VII,2020,inde,83.955,9,0.126,0.71,0.789,-6.161
2cctN1GsnBlXGr9kztyDVX,Aquarelle,VII,2020,inde,88.004,8,0.0166,0.776,0.733,-6.474
5UBeY7Oz3ix5utVdeAVSn9,Aucun problème,"Youssef Swatt's, El Gaouli",2020,inde,81.044,33,0.606,0.609,0.525,-9.522
